user_id,first_name,last_name,phone,email,devices,dob,city,country,name
44,Diana,Davenport,5051798348,diana.davenport@example.com,"Iphone, Desktop",08/11/2005,los angeles,usa,
45,Cordelia,Houston,9465607738,cordelia.houston@example.com,"Android, Iphone",05/14/2000,san francisco,usa,
46,Abubakar,House,7131792294,abubakar.house@example.com,Desktop,02/24/1968,san diego,usa,
47,Celia,Terry,9861493342,celia.terry@example.com,"Iphone, Desktop",09/17/2002,new york,usa,
48,Esther,Mccall,5736966671,esther.mccall@example.com,"Android, Desktop",07/10/1996,los angeles,usa,
49,Idris,Proctor,5841826496,idris.proctor@example.com,"Android, Desktop",09/28/1960,san diego,usa,
50,Bruno,Noble,6397908394,bruno.noble@example.com,Iphone,01/10/1969,san diego,usa,
51,Herman,Munoz,6898819382,herman.munoz@example.com,"Android, Desktop",06/07/1989,los angeles,usa,
52,Amaan,Rangel,8374352302,amaan.rangel@example.com,"Android, Iphone",10/18/1993,montreal,canada,
53,Prince,Thompson,1152157565,prince.thompson@example.com,Desktop,02/05/2004,chicago,usa,
54,Bethany,Santana,9241464189,bethany.santana@example.com,Iphone,03/06/1980,new york,usa,
55,Ernest,Martinez,4485974211,ernest.martinez@example.com,"Android, Desktop",05/16/1995,san diego,usa,
56,Susannah,O'Doherty,9814893689,susannah.o'doherty@example.com,"Android, Iphone, Desktop",04/19/1987,chicago,usa,
57,Billie,Price,9178668131,billie.price@example.com,Desktop,04/13/1962,london,united kingdom,
58,Orlando,Pitts,4277119658,orlando.pitts@example.com,Iphone,11/29/2002,los angeles,usa,
59,Phoebe,Weiss,2995609666,phoebe.weiss@example.com,"Android, Desktop",03/03/1986,london,united kingdom,
60,Juanita,Baldwin,9897868538,juanita.baldwin@example.com,"Android, Iphone, Desktop",06/23/1998,san diego,usa,
61,Honor,Jacobson,6245354606,honor.jacobson@example.com,"Android, Desktop",10/29/1993,san francisco,usa,
62,Ty,Mcintyre,7438569854,ty.mcintyre@example.com,"Android, Iphone",12/29/1998,san francisco,usa,
63,Johnathan,Berger,5454581679,johnathan.berger@example.com,"Iphone, Desktop",02/04/1993,san diego,usa,
64,Jason,Snyder,2026322346,jason.snyder@example.com,Android,09/21/1982,san francisco,usa,
65,Aled,Silva,6123605367,aled.silva@example.com,Iphone,04/20/1985,toronto,canada,
66,Aisha,Webb,4477289592,aisha.webb@example.com,"Android, Desktop",05/05/1985,san francisco,usa,
67,Dewi,Keith,8163214054,dewi.keith@example.com,"Android, Iphone",02/18/1978,chicago,usa,
69,Saoirse,Keller,6999664749,saoirse.keller@example.com,"Android, Iphone, Desktop",07/01/1987,san francisco,usa,
70,Valerie,Oneal,6513356190,valerie.oneal@example.com,"Android, Iphone, Desktop",01/28/1986,toronto,canada,
71,Ilyas,Dunlap,4919811293,ilyas.dunlap@example.com,Iphone,02/01/1997,london,united kingdom,
72,Kingsley,Moyer,9277081141,kingsley.moyer@example.com,"Android, Desktop",02/25/1990,san francisco,usa,
74,Myrtle,Doyle,5257967991,myrtle.doyle@example.com,"Android, Iphone, Desktop",10/02/1994,toronto,canada,
75,Marjorie,Shields,3462072724,marjorie.shields@example.com,"Iphone, Desktop",04/04/1987,san diego,usa,
76,Taha,Casey,5811002001,taha.casey@example.com,"Android, Desktop",02/08/1993,los angeles,usa,
77,Cleo,Greer,1388064136,cleo.greer@example.com,"Android, Iphone",01/26/1997,los angeles,usa,
78,Angela,Mcmillan,8684631850,angela.mcmillan@example.com,Android,02/17/2000,london,united kingdom,
79,Vivian,Peterson,5989953909,vivian.peterson@example.com,Android,07/28/1979,san francisco,usa,
80,Cheryl,Owens,8127759881,cheryl.owens@example.com,"Android, Iphone",07/25/1994,san francisco,usa,
81,Ahmad,Castro,6298075687,ahmad.castro@example.com,Android,07/19/2007,san francisco,usa,
82,Casper,Freeman,9326538020,casper.freeman@example.com,Android,05/27/1986,san diego,usa,
83,Zachery,Brennan,3235913874,zachery.brennan@example.com,Android,03/21/1985,san francisco,usa,
84,Safia,Ayers,5126497865,safia.ayers@example.com,Iphone,01/30/1994,san francisco,usa,
85,Clarence,Hanson,7439085464,clarence.hanson@example.com,"Android, Iphone",06/10/1999,chicago,usa,
86,Douglas,Browning,2475231403,douglas.browning@example.com,Android,09/15/1985,new york,usa,
87,Rahim,Cuevas,3008795941,rahim.cuevas@example.com,Iphone,09/18/1983,los angeles,usa,
88,Humza,Velez,9315024660,humza.velez@example.com,"Iphone, Desktop",02/05/1995,new york,usa,
89,Everett,Fitzpatrick,5203057264,everett.fitzpatrick@example.com,Iphone,07/26/1993,new york,usa,
90,Anas,Blevins,1385153364,anas.blevins@example.com,"Android, Iphone, Desktop",10/24/1993,san diego,usa,
91,Amir,Clark,9242874068,amir.clark@example.com,"Android, Iphone, Desktop",08/03/1998,london,united kingdom,
92,Mohamed,Barr,6041857149,mohamed.barr@example.com,Android,05/14/1990,san francisco,usa,
93,Elif,Khan,6861238571,elif.khan@example.com,"Android, Desktop",05/03/1990,new york,usa,
94,Mia,Horne,6671851569,mia.horne@example.com,"Android, Iphone, Desktop",12/09/1996,los angeles,usa,
95,Miles,Fisher,7025116770,miles.fisher@example.com,"Android, Iphone, Desktop",06/11/1986,san diego,usa,
96,Nadia,Neal,2558744270,nadia.neal@example.com,"Android, Iphone, Desktop",08/22/1984,new york,usa,
97,Alastair,Buckley,7762433725,alastair.buckley@example.com,Android,02/07/1997,san diego,usa,
98,Traci,Banks,3133746903,traci.banks@example.com,"Android, Iphone",03/08/1992,san francisco,usa,
99,Colby,Hart,9007126799,colby.hart@example.com,"Android, Desktop",05/05/1956,san francisco,usa,
100,Usman,Swanson,4311039132,usman.swanson@example.com,"Android, Iphone, Desktop",08/13/1995,london,united kingdom,
101,Michelle,Love,6726518173,michelle.love@example.com,"Android, Iphone",12/01/1965,new york,usa,
102,Alina,Walls,5078834629,alina.walls@example.com,Android,12/06/1991,chicago,usa,
103,Caspar,Hudson,8305844874,caspar.hudson@example.com,Iphone,05/15/1996,toronto,canada,
104,Chelsea,Wyatt,7508019657,chelsea.wyatt@example.com,"Iphone, Desktop",10/11/1997,san diego,usa,
105,Franklin,Conway,7685454465,franklin.conway@example.com,"Android, Desktop",11/06/1991,san diego,usa,
106,Ruth,Andrews,1594686067,ruth.andrews@example.com,"Iphone, Desktop",04/15/1990,chicago,usa,
107,Polly,Reyes,2967403450,polly.reyes@example.com,Iphone,09/15/1992,san diego,usa,
108,Mohsin,Tucker,1743898757,mohsin.tucker@example.com,Desktop,02/17/1999,toronto,canada,
109,Huw,Valentine,4418471955,huw.valentine@example.com,"Iphone, Desktop",01/23/1992,chicago,usa,
110,Pearl,Perez,9479266369,pearl.perez@example.com,Iphone,11/22/1996,san francisco,usa,
111,Harriett,Mccoy,9564383865,harriett.mccoy@example.com,"Android, Iphone, Desktop",10/09/2004,san francisco,usa,
112,Aiden,Galvan,5592821575,aiden.galvan@example.com,Desktop,02/08/1981,san diego,usa,
113,Kaan,Miranda,9405695175,kaan.miranda@example.com,Android,10/06/1980,san francisco,usa,
114,Laurie,Melendez,4883821416,laurie.melendez@example.com,"Iphone, Desktop",10/26/1989,toronto,canada,
115,Tanya,Watson,4325154933,tanya.watson@example.com,"Android, Iphone",03/07/1987,montreal,canada,
116,Gerard,Vargas,6631493581,gerard.vargas@example.com,"Android, Iphone, Desktop",01/21/1989,san diego,usa,
118,Sean,Bolton,2222415406,sean.bolton@example.com,"Android, Iphone",12/08/2006,los angeles,usa,
121,Jasper,Brandt,5277567352,jasper.brandt@example.com,Desktop,11/14/1987,london,united kingdom,
122,Teresa,Mccarty,2231144003,teresa.mccarty@example.com,"Iphone, Desktop",03/25/1977,toronto,canada,
123,Finnian,Fisher,3828799946,finnian.fisher@example.com,"Android, Iphone",07/30/1956,toronto,canada,
124,Carol,York,4025865192,carol.york@example.com,Android,07/30/1990,san diego,usa,
126,Bessie,Cole,4243903432,bessie.cole@example.com,Iphone,05/08/1959,san diego,usa,
127,Zoya,Giles,3017507631,zoya.giles@example.com,"Android, Iphone",07/15/1997,toronto,canada,
128,Malik,Cuevas,9353372537,malik.cuevas@example.com,Android,04/13/1977,san diego,usa,
129,Alejandro,Duncan,4871509471,alejandro.duncan@example.com,Desktop,04/27/2005,london,united kingdom,
130,Zohaib,Hartman,9284006426,zohaib.hartman@example.com,Desktop,07/24/1994,montreal,canada,
131,Alivia,Armstrong,3983677522,alivia.armstrong@example.com,Iphone,05/23/1998,chicago,usa,
132,Tina,Powell,3722186551,tina.powell@example.com,"Android, Desktop",12/13/1988,new york,usa,
133,Zack,Mcclain,5862809496,zack.mcclain@example.com,Iphone,02/29/1984,new york,usa,
134,Lydia,Chan,6495853076,lydia.chan@example.com,"Iphone, Desktop",05/16/2003,san francisco,usa,
135,Bertie,Ward,9719228663,bertie.ward@example.com,"Android, Desktop",06/26/1987,montreal,canada,
136,Hafsah,Booker,7317302543,hafsah.booker@example.com,"Iphone, Desktop",09/19/2003,new york,usa,
137,India,Simmons,6059203435,india.simmons@example.com,"Android, Iphone",05/11/1994,san diego,usa,
138,Adnan,Allen,5613657378,adnan.allen@example.com,"Android, Desktop",01/01/1987,chicago,usa,
139,Kamran,Wilcox,4763657838,kamran.wilcox@example.com,"Android, Desktop",07/06/1994,london,united kingdom,
140,Gary,Hutchinson,2455065389,gary.hutchinson@example.com,Android,11/16/1990,san francisco,usa,
141,Adriana,Stafford,4737416496,adriana.stafford@example.com,Iphone,06/03/1997,montreal,canada,
143,Ian,Ho,5861751970,ian.ho@example.com,Android,06/17/1987,san francisco,usa,
144,Emelia,Page,9295754315,emelia.page@example.com,"Iphone, Desktop",10/11/1991,san francisco,usa,
145,Elijah,Castaneda,3547095741,elijah.castaneda@example.com,Desktop,12/07/1987,chicago,usa,
146,Edith,Walker,8051464773,edith.walker@example.com,Iphone,03/30/1956,los angeles,usa,
147,Eleanor,Mcintosh,1535383431,eleanor.mcintosh@example.com,Android,07/27/1991,toronto,canada,
148,Maksymilian,Crosby,2988379139,maksymilian.crosby@example.com,Android,06/04/2000,new york,usa,
149,Abdirahman,Mullen,6694428257,abdirahman.mullen@example.com,"Android, Iphone, Desktop",10/24/1987,toronto,canada,
150,Mariah,Castro,8661551011,mariah.castro@example.com,"Android, Iphone",08/27/1990,new york,usa,
151,Laiba,Ingram,7802002871,laiba.ingram@example.com,"Iphone, Desktop",09/19/1994,san diego,usa,
152,Matteo,Moon,8305465378,matteo.moon@example.com,"Android, Iphone",12/04/1995,london,united kingdom,
153,Blaine,Boyer,4119971636,blaine.boyer@example.com,Desktop,02/17/1990,london,united kingdom,
154,Thomas,English,8911902889,thomas.english@example.com,Desktop,06/08/1963,new york,usa,
155,Lochlan,Fitzgerald,7629734444,lochlan.fitzgerald@example.com,Desktop,03/17/1994,san francisco,usa,
156,Alia,Brooks,3272928469,alia.brooks@example.com,"Android, Desktop",09/01/1993,montreal,canada,
157,Aimee,Duffy,8561447655,aimee.duffy@example.com,"Android, Iphone",08/22/1998,san diego,usa,
158,Ethan,Price,5581347531,ethan.price@example.com,"Android, Iphone, Desktop",12/23/1994,los angeles,usa,
159,Will,Santana,4602318743,will.santana@example.com,"Android, Desktop",05/04/1988,los angeles,usa,
160,Alessia,Watts,6195805165,alessia.watts@example.com,Android,02/24/2000,new york,usa,
161,Eliza,Gordon,8059467433,eliza.gordon@example.com,Android,12/23/2001,los angeles,usa,
162,Martina,Boyle,1458244775,martina.boyle@example.com,Desktop,10/13/1999,los angeles,usa,
163,Talha,Austin,2793453532,talha.austin@example.com,"Iphone, Desktop",08/22/1997,new york,usa,
164,Herman,Knowles,1309368674,herman.knowles@example.com,"Iphone, Desktop",12/08/1986,los angeles,usa,
165,Amira,Berg,6279548991,amira.berg@example.com,"Android, Iphone",08/15/1990,chicago,usa,
166,Darcie,Lane,8999013539,darcie.lane@example.com,Android,10/08/1987,los angeles,usa,
167,Kurtis,Marks,6903963965,kurtis.marks@example.com,Desktop,09/01/1995,montreal,canada,
168,Josie,Pham,2025698234,josie.pham@example.com,"Android, Iphone, Desktop",11/23/1993,san diego,usa,
169,Katy,Harrington,6458297495,katy.harrington@example.com,Iphone,11/17/1985,san francisco,usa,
170,Macie,Payne,7827376408,macie.payne@example.com,Android,02/09/1986,new york,usa,
171,Patrick,Morse,2201023684,patrick.morse@example.com,"Android, Iphone",06/13/2005,new york,usa,
172,Nathaniel,Gonzalez,4211456627,nathaniel.gonzalez@example.com,Desktop,04/29/2006,chicago,usa,
174,Kiera,Cotton,2546277406,kiera.cotton@example.com,Android,12/27/1996,los angeles,usa,
175,Tia,Potter,1374916519,tia.potter@example.com,"Android, Iphone",07/28/1987,new york,usa,
176,Melvin,Flores,7086928746,melvin.flores@example.com,"Iphone, Desktop",08/01/1986,london,united kingdom,
177,Hassan,Kemp,1314712639,hassan.kemp@example.com,Desktop,07/19/1987,san diego,usa,
178,Jenson,Carver,1287894202,jenson.carver@example.com,"Iphone, Desktop",01/11/1962,chicago,usa,
179,Aminah,Wells,9506399777,aminah.wells@example.com,"Android, Iphone, Desktop",09/01/1972,chicago,usa,
180,Dhruv,Villarreal,9315593083,dhruv.villarreal@example.com,"Android, Desktop",06/02/1989,london,united kingdom,
181,Rhodri,Kelley,1066512649,rhodri.kelley@example.com,Iphone,08/03/1958,los angeles,usa,
182,Luqman,Carrillo,1245332523,luqman.carrillo@example.com,Android,09/07/1993,new york,usa,
183,Ishaan,Stevenson,6313675233,ishaan.stevenson@example.com,Desktop,09/06/1987,san francisco,usa,
184,David,Bridges,9464472454,david.bridges@example.com,Iphone,12/09/1990,new york,usa,
185,Milton,Carlson,3445596014,milton.carlson@example.com,Desktop,03/25/1988,los angeles,usa,
186,Gareth,Sutherland,4717447605,gareth.sutherland@example.com,Android,10/01/1965,san diego,usa,
187,Andre,Long,8836912967,andre.long@example.com,"Iphone, Desktop",10/30/1988,san francisco,usa,
188,Ridwan,Houston,5303085425,ridwan.houston@example.com,Desktop,02/12/2000,london,united kingdom,
189,Darcey,Whitney,4838602350,darcey.whitney@example.com,"Android, Iphone, Desktop",08/24/1996,san francisco,usa,
190,Charlotte,Baxter,7571937348,charlotte.baxter@example.com,"Android, Desktop",07/13/1992,san francisco,usa,
191,Damon,Bullock,1308649453,damon.bullock@example.com,"Android, Desktop",06/17/1986,chicago,usa,
192,Leonie,Sanders,2483669279,leonie.sanders@example.com,"Android, Iphone",05/22/1988,chicago,usa,
193,Susie,Gibbons,1947774804,susie.gibbons@example.com,"Android, Iphone, Desktop",02/11/1976,los angeles,usa,
194,Fynn,Graham,7638423292,fynn.graham@example.com,"Android, Iphone",06/29/1999,toronto,canada,
195,Jorge,Maldonado,2202963772,jorge.maldonado@example.com,"Android, Desktop",11/30/1998,san diego,usa,
196,Alanna,Stephens,7102828586,alanna.stephens@example.com,Iphone,05/06/2000,chicago,usa,
197,Tiago,Dunn,7287964352,tiago.dunn@example.com,"Android, Iphone",11/14/2000,san diego,usa,
198,Zakir,Russell,5995889264,zakir.russell@example.com,"Iphone, Desktop",08/30/1996,toronto,canada,
199,Asa,Haines,3274645734,asa.haines@example.com,"Android, Iphone",08/27/1994,london,united kingdom,
200,Eesa,Buchanan,5333975445,eesa.buchanan@example.com,"Android, Iphone",03/27/1989,london,united kingdom,
201,Conor,Rush,6636714088,conor.rush@example.com,Iphone,03/25/1997,new york,usa,
202,Kabir,Stewart,8918873513,kabir.stewart@example.com,"Android, Desktop",06/09/2007,san francisco,usa,
203,Lili,Patel,8235093052,lili.patel@example.com,"Android, Desktop",07/22/1988,montreal,canada,
204,Philippa,Webster,4078927705,philippa.webster@example.com,Android,12/20/2003,toronto,canada,
205,Zoe,Newman,6207654496,zoe.newman@example.com,"Iphone, Desktop",06/04/2002,san francisco,usa,
206,Azaan,Roth,1301192032,azaan.roth@example.com,"Android, Iphone",10/17/1981,los angeles,usa,
207,Mark,Friedman,1118623502,mark.friedman@example.com,"Android, Desktop",12/04/2004,san diego,usa,
208,Jessie,Greer,9503171709,jessie.greer@example.com,"Android, Iphone, Desktop",01/07/1990,london,united kingdom,
209,Eliot,Stokes,8649751957,eliot.stokes@example.com,Iphone,08/10/1981,los angeles,usa,
210,Alessia,Jenkins,5473882503,alessia.jenkins@example.com,Iphone,08/24/1958,chicago,usa,
211,Gerard,Francis,9587243846,gerard.francis@example.com,"Android, Iphone, Desktop",09/25/2002,chicago,usa,
212,Angela,Lynch,2277378739,angela.lynch@example.com,"Android, Iphone",10/03/2001,san francisco,usa,
213,Kyran,Wyatt,7788419881,kyran.wyatt@example.com,"Android, Iphone",10/31/2001,montreal,canada,
214,Eugene,Taylor,7129263402,eugene.taylor@example.com,Iphone,02/14/1993,toronto,canada,
215,Katerina,Turner,7535115460,katerina.turner@example.com,"Iphone, Desktop",05/05/1986,san francisco,usa,
216,Nataniel,Nunez,2021585194,nataniel.nunez@example.com,Desktop,07/14/1963,new york,usa,
217,Phoebe,Rodriguez,5167794464,phoebe.rodriguez@example.com,"Android, Desktop",06/16/1985,new york,usa,
219,Sinead,Horne,3403559098,sinead.horne@example.com,"Android, Desktop",07/01/1994,toronto,canada,
220,Sahar,Kim,7186762743,sahar.kim@example.com,"Android, Iphone",12/26/2003,san francisco,usa,
221,Emmie,Schmidt,1302369253,emmie.schmidt@example.com,Android,04/07/1968,san francisco,usa,
223,Rupert,Mejia,1942352353,rupert.mejia@example.com,"Android, Desktop",09/08/1987,san francisco,usa,
224,Lily-Rose,Kaufman,2719632123,lily-rose.kaufman@example.com,Android,12/20/1993,chicago,usa,
225,Neil,Haynes,4212195363,neil.haynes@example.com,"Android, Iphone, Desktop",08/18/1985,san diego,usa,
226,Morgan,Hardy,9747617628,morgan.hardy@example.com,"Iphone, Desktop",07/27/2006,london,united kingdom,
227,Ibraheem,Mcgee,6671929013,ibraheem.mcgee@example.com,Iphone,12/06/1991,san diego,usa,
229,Kate,Cline,9277412027,kate.cline@example.com,"Android, Desktop",10/11/1985,toronto,canada,
230,Hana,Barr,5411804090,hana.barr@example.com,"Android, Desktop",10/09/1987,san francisco,usa,
231,Darcy,Wall,1093983560,darcy.wall@example.com,Desktop,05/19/1986,montreal,canada,
232,Aisha,Winters,2808311664,aisha.winters@example.com,Desktop,03/03/1993,toronto,canada,
233,Zayd,Yoder,2593887717,zayd.yoder@example.com,"Android, Desktop",10/02/2002,new york,usa,
234,Esmee,Harmon,2716043446,esmee.harmon@example.com,"Android, Desktop",04/21/1978,new york,usa,
235,Tamara,Riddle,4814057265,tamara.riddle@example.com,"Android, Iphone, Desktop",09/26/2003,los angeles,usa,
236,Gloria,Mason,4953798123,gloria.mason@example.com,Iphone,04/10/1997,los angeles,usa,
237,Carter,Coleman,5308261153,carter.coleman@example.com,"Iphone, Desktop",04/02/1989,san francisco,usa,
238,Ashleigh,Trevino,6217106972,ashleigh.trevino@example.com,Android,05/20/1996,san francisco,usa,
239,Edward,Ayala,4163373343,edward.ayala@example.com,"Android, Desktop",10/11/1999,montreal,canada,
240,Amira,Lane,3215694426,amira.lane@example.com,Desktop,11/22/1996,san francisco,usa,
241,Chris,Zimmerman,3718754229,chris.zimmerman@example.com,Desktop,01/07/2001,san diego,usa,
242,Hazel,Joseph,2726474049,hazel.joseph@example.com,Desktop,09/03/1985,new york,usa,
243,Brogan,Fitzgerald,9557328107,brogan.fitzgerald@example.com,"Android, Iphone",01/27/1995,montreal,canada,
244,Taylor,Ramos,8332821248,taylor.ramos@example.com,"Android, Desktop",02/28/1985,toronto,canada,
245,Elsie,Cuevas,1865366820,elsie.cuevas@example.com,Iphone,10/23/2007,montreal,canada,
246,Zara,Washington,6793671926,zara.washington@example.com,"Iphone, Desktop",03/19/1999,london,united kingdom,
247,Douglas,Lozano,9161363366,douglas.lozano@example.com,Iphone,02/13/1991,new york,usa,
248,Bethan,Franco,3178955803,bethan.franco@example.com,Android,08/02/2001,toronto,canada,
249,Clementine,Whitaker,1933483198,clementine.whitaker@example.com,Desktop,09/25/1993,los angeles,usa,
250,Sarah,Mooney,5074461333,sarah.mooney@example.com,"Android, Iphone, Desktop",06/02/1986,chicago,usa,
251,Grayson,Rasmussen,3128919587,grayson.rasmussen@example.com,Android,10/19/1975,new york,usa,
252,Jemima,Leonard,1493105366,jemima.leonard@example.com,Desktop,04/17/1997,chicago,usa,
253,Oskar,Mccarty,5822697396,oskar.mccarty@example.com,"Iphone, Desktop",12/04/1992,london,united kingdom,
254,Bonnie,Woods,1044435734,bonnie.woods@example.com,"Android, Iphone, Desktop",03/30/1993,san francisco,usa,
255,Miriam,Pacheco,4014645796,miriam.pacheco@example.com,"Android, Desktop",01/02/1995,san diego,usa,
256,Zahraa,Villanueva,1301834153,zahraa.villanueva@example.com,Desktop,05/30/1985,san francisco,usa,
257,Alia,Hess,7353717432,alia.hess@example.com,Desktop,12/28/1991,san diego,usa,
258,Felicity,Tran,5305399474,felicity.tran@example.com,"Android, Iphone",02/06/1986,san diego,usa,
259,Lily,Chan,3909116534,lily.chan@example.com,"Android, Iphone",11/16/1992,san francisco,usa,
260,Darcey,Robles,7907595249,darcey.robles@example.com,Iphone,08/06/1994,london,united kingdom,
262,Everly,Cortez,9549951806,everly.cortez@example.com,Android,11/28/1993,toronto,canada,
263,Tommy,Farmer,9994314584,tommy.farmer@example.com,Android,03/13/1992,toronto,canada,
264,Maximillian,Atkins,4218348740,maximillian.atkins@example.com,"Android, Iphone",06/07/1995,toronto,canada,
265,Eddie,Archer,1302798355,eddie.archer@example.com,"Iphone, Desktop",08/13/1991,san francisco,usa,
266,Gregory,Strong,9524041885,gregory.strong@example.com,"Iphone, Desktop",12/25/1991,new york,usa,
267,Jake,Spencer,4452165918,jake.spencer@example.com,"Android, Iphone, Desktop",09/13/1992,san diego,usa,
268,Johnny,Ford,7601269651,johnny.ford@example.com,"Android, Iphone, Desktop",02/11/1986,san francisco,usa,
269,Yusuf,Salazar,3113517403,yusuf.salazar@example.com,Android,06/15/1987,toronto,canada,
270,Nelson,Huff,1696194582,nelson.huff@example.com,"Android, Iphone, Desktop",02/16/2000,new york,usa,
272,Findlay,Velasquez,6753198856,findlay.velasquez@example.com,"Android, Iphone, Desktop",12/10/2000,los angeles,usa,
273,Georgiana,Horton,2902009393,georgiana.horton@example.com,"Android, Desktop",03/30/1960,los angeles,usa,
274,Bronte,Riley,7862918203,bronte.riley@example.com,Iphone,05/23/1986,toronto,canada,
275,Harriett,Villegas,3295058826,harriett.villegas@example.com,"Android, Desktop",11/22/1987,los angeles,usa,
276,Bertha,Carter,7083562109,bertha.carter@example.com,"Android, Desktop",06/28/1969,chicago,usa,
277,Fay,Lucas,4368181915,fay.lucas@example.com,"Android, Iphone",12/10/1990,montreal,canada,
278,Rachael,Sykes,6233191782,rachael.sykes@example.com,"Iphone, Desktop",06/18/1995,san diego,usa,
279,Annabelle,Atkinson,4942633527,annabelle.atkinson@example.com,Android,05/28/1985,san francisco,usa,
280,Zac,Wagner,1313969743,zac.wagner@example.com,"Android, Iphone, Desktop",10/08/1988,san francisco,usa,
282,Elysia,Mata,1113881063,elysia.mata@example.com,"Iphone, Desktop",06/11/1998,new york,usa,
283,Autumn,Hensley,1071565064,autumn.hensley@example.com,"Android, Iphone",07/26/1997,new york,usa,
284,Maximilian,Whitney,8042451465,maximilian.whitney@example.com,"Android, Desktop",12/02/1984,san francisco,usa,
285,Lorna,Levy,8091141988,lorna.levy@example.com,Iphone,04/07/2007,toronto,canada,
286,Cordelia,Marquez,6369102488,cordelia.marquez@example.com,"Iphone, Desktop",11/17/1985,los angeles,usa,
287,Jan,Daniels,3054498274,jan.daniels@example.com,"Android, Desktop",04/15/1999,montreal,canada,
288,Donald,Dale,9954947868,donald.dale@example.com,Desktop,05/27/1996,san francisco,usa,
289,Adele,Cantrell,2643197312,adele.cantrell@example.com,"Android, Desktop",03/04/1985,new york,usa,
