id,name,phone_number,email,city,country,device_count,android,iphone,desktop,promotion_id,promoted_item,responded,sent_from,sent_to,amount_sent,date_sent,received_from,received_to,amount_received,date_received,transaction_id,store,purchased_item,price,price_per_item,quantity
0035,Linda Combs,742-395-8995,Linda.Combs@example.com,Los Angeles,USA,3.0,Yes,Yes,Yes,,,,,,,,,,,,1038,Urban Outfitters Loft,GatorBoost,3.0,3.0,1.0
0035,Linda Combs,742-395-8995,Linda.Combs@example.com,Los Angeles,USA,3.0,Yes,Yes,Yes,,,,,,,,,,,,1091,Trader Tales,GatorBoost,4.0,4.0,1.0
0036,Dominik Odling,365-145-3897,Dominik.Odling@example.com,Los Angeles,USA,2.0,Yes,No,Yes,,,,0036,0924,67.92,2023-08-28,,,,,,,,,,
0037,Lili Schroeder,640-348-2128,Lili.Schroeder@example.com,Toronto,Canada,2.0,Yes,Yes,No,,,,,,,,0537,0037,1.52,2023-01-05,,,,,,
0037,Lili Schroeder,640-348-2128,Lili.Schroeder@example.com,Toronto,Canada,2.0,Yes,Yes,No,,,,,,,,0323,0037,22.32,2023-08-03,,,,,,
0038,Jeremiah Martin,277-350-5557,Jeremiah.Martin@example.com,London,United Kingdom,1.0,Yes,No,No,,,,,,,,0173,0038,106.3,2024-02-04,,,,,,
0040,Clara Bird,958-605-3200,Clara.Bird@example.com,San Francisco,USA,1.0,Yes,No,No,,,,0040,0320,23.94,2023-05-16,,,,,,,,,,
0041,Cody Riley,872-906-9681,Cody.Riley@example.com,London,United Kingdom,3.0,Yes,Yes,Yes,,,,,,,,0042,0041,135.1,2024-03-09,,,,,,
0042,Tomas Griffith,492-337-4468,Tomas.Griffith@example.com,London,United Kingdom,1.0,No,Yes,No,,,,0042,0041,135.1,2024-03-09,,,,,,,,,,
0043,Elena Pineda,617-226-9486,Elena.Pineda@example.com,Los Angeles,USA,3.0,Yes,Yes,Yes,,,,0043,0961,37.86,2023-11-16,,,,,1083,PetPals Mart,Flixnet,10.0,10.0,1.0
0043,Elena Pineda,617-226-9486,Elena.Pineda@example.com,Los Angeles,USA,3.0,Yes,Yes,Yes,,,,0043,0961,37.86,2023-11-16,,,,,1083,PetPals Mart,Oreoz,3.0,3.0,1.0
0043,Elena Pineda,617-226-9486,Elena.Pineda@example.com,Los Angeles,USA,3.0,Yes,Yes,Yes,,,,0043,0961,37.86,2023-11-16,,,,,1083,PetPals Mart,KittyKat,2.0,2.0,1.0
0044,Diana Davenport,505-179-8348,Diana.Davenport@example.com,Los Angeles,USA,2.0,No,Yes,Yes,,,,,,,,,,,,,,,,,
0045,Cordelia Houston,946-560-7738,Cordelia.Houston@example.com,San Francisco,USA,2.0,Yes,Yes,No,,,,,,,,,,,,,,,,,
0046,Abubakar House,713-179-2294,Abubakar.House@example.com,San Diego,USA,1.0,No,No,Yes,,,,,,,,,,,,,,,,,
0047,Celia Terry,986-149-3342,Celia.Terry@example.com,New York,USA,2.0,No,Yes,Yes,,,,0047,0163,14.22,2022-11-14,,,,,,,,,,
0048,Esther Mccall,573-696-6671,Esther.Mccall@example.com,Los Angeles,USA,2.0,Yes,No,Yes,,,,0048,0461,18.51,2022-06-29,,,,,1087,Trader Tales,Krafty Cheddar,5.0,5.0,1.0
0048,Esther Mccall,573-696-6671,Esther.Mccall@example.com,Los Angeles,USA,2.0,Yes,No,Yes,,,,0048,0461,18.51,2022-06-29,,,,,1087,Trader Tales,Dovee,4.0,2.0,2.0
0048,Esther Mccall,573-696-6671,Esther.Mccall@example.com,Los Angeles,USA,2.0,Yes,No,Yes,,,,0048,0461,18.51,2022-06-29,,,,,1087,Trader Tales,Popsi,4.0,4.0,1.0
0048,Esther Mccall,573-696-6671,Esther.Mccall@example.com,Los Angeles,USA,2.0,Yes,No,Yes,,,,0048,0694,77.19,2022-11-26,,,,,1087,Trader Tales,Krafty Cheddar,5.0,5.0,1.0
0048,Esther Mccall,573-696-6671,Esther.Mccall@example.com,Los Angeles,USA,2.0,Yes,No,Yes,,,,0048,0694,77.19,2022-11-26,,,,,1087,Trader Tales,Dovee,4.0,2.0,2.0
0048,Esther Mccall,573-696-6671,Esther.Mccall@example.com,Los Angeles,USA,2.0,Yes,No,Yes,,,,0048,0694,77.19,2022-11-26,,,,,1087,Trader Tales,Popsi,4.0,4.0,1.0
0049,Idris Proctor,584-182-6496,Idris.Proctor@example.com,San Diego,USA,2.0,Yes,No,Yes,,,,0049,0212,33.08,2022-06-26,,,,,,,,,,
0050,Bruno Noble,639-790-8394,Bruno.Noble@example.com,San Diego,USA,1.0,No,Yes,No,,,,,,,,,,,,,,,,,
0051,Herman Munoz,689-881-9382,Herman.Munoz@example.com,Los Angeles,USA,2.0,Yes,No,Yes,,,,0051,0140,1.0,2023-01-04,,,,,,,,,,
0052,Amaan Rangel,837-435-2302,Amaan.Rangel@example.com,Montreal,Canada,2.0,Yes,Yes,No,,,,,,,,0001,0052,25.02,2023-06-05,,,,,,
0053,Prince Thompson,115-215-7565,Prince.Thompson@example.com,Chicago,USA,1.0,No,No,Yes,,,,,,,,,,,,,,,,,
0054,Bethany Santana,924-146-4189,Bethany.Santana@example.com,New York,USA,1.0,No,Yes,No,,,,0054,0088,1.0,2024-03-24,0897,0054,80.48,2023-10-28,1017,PetPals Mart,Dovee,1.0,1.0,1.0
0054,Bethany Santana,924-146-4189,Bethany.Santana@example.com,New York,USA,1.0,No,Yes,No,,,,0054,0088,1.0,2024-03-24,0671,0054,62.11,2024-03-31,1017,PetPals Mart,Dovee,1.0,1.0,1.0
0055,Ernest Martinez,448-597-4211,Ernest.Martinez@example.com,San Diego,USA,2.0,Yes,No,Yes,,,,,,,,0746,0055,65.61,2023-06-30,,,,,,
0055,Ernest Martinez,448-597-4211,Ernest.Martinez@example.com,San Diego,USA,2.0,Yes,No,Yes,,,,,,,,0430,0055,36.62,2024-01-01,,,,,,
0056,Susannah O'Doherty,981-489-3689,Susannah.O'Doherty@example.com,Chicago,USA,3.0,Yes,Yes,Yes,,,,,,,,,,,,,,,,,
0057,Billie Price,917-866-8131,Billie.Price@example.com,London,United Kingdom,1.0,No,No,Yes,,,,,,,,,,,,,,,,,
0058,Orlando Pitts,427-711-9658,Orlando.Pitts@example.com,Los Angeles,USA,1.0,No,Yes,No,,,,0058,0236,53.23,2023-11-16,,,,,,,,,,
0058,Orlando Pitts,427-711-9658,Orlando.Pitts@example.com,Los Angeles,USA,1.0,No,Yes,No,,,,0058,0538,5.95,2024-03-24,,,,,,,,,,
0059,Phoebe Weiss,299-560-9666,Phoebe.Weiss@example.com,London,United Kingdom,2.0,Yes,No,Yes,,,,0059,0848,73.76,2024-03-15,,,,,,,,,,
0059,Phoebe Weiss,299-560-9666,Phoebe.Weiss@example.com,London,United Kingdom,2.0,Yes,No,Yes,,,,0059,0791,101.69,2024-03-21,,,,,,,,,,
0060,Juanita Baldwin,989-786-8538,Juanita.Baldwin@example.com,San Diego,USA,3.0,Yes,Yes,Yes,,,,,,,,,,,,,,,,,
0061,Honor Jacobson,624-535-4606,Honor.Jacobson@example.com,San Francisco,USA,2.0,Yes,No,Yes,,,,0061,0487,6.81,2022-12-09,0116,0061,62.87,2023-05-09,,,,,,
0062,Ty Mcintyre,743-856-9854,Ty.Mcintyre@example.com,San Francisco,USA,2.0,Yes,Yes,No,,,,0062,0885,9.12,2023-08-30,,,,,,,,,,
0063,Johnathan Berger,545-458-1679,Johnathan.Berger@example.com,San Diego,USA,2.0,No,Yes,Yes,,,,0063,0621,22.57,2022-11-20,,,,,1132,Trader Tales,Krafty Cheddar,10.0,5.0,2.0
0063,Johnathan Berger,545-458-1679,Johnathan.Berger@example.com,San Diego,USA,2.0,No,Yes,Yes,,,,0063,0621,22.57,2022-11-20,,,,,1132,Trader Tales,GatorBoost,8.0,4.0,2.0
0064,Jason Snyder,202-632-2346,Jason.Snyder@example.com,San Francisco,USA,1.0,Yes,No,No,,,,0064,0598,11.55,2023-03-11,0322,0064,11.62,2022-02-23,1090,Trader Tales,GatorBoost,8.0,4.0,2.0
0064,Jason Snyder,202-632-2346,Jason.Snyder@example.com,San Francisco,USA,1.0,Yes,No,No,,,,0064,0598,11.55,2023-03-11,0322,0064,11.62,2022-02-23,1090,Trader Tales,Colgatex,6.0,3.0,2.0
0064,Jason Snyder,202-632-2346,Jason.Snyder@example.com,San Francisco,USA,1.0,Yes,No,No,,,,0064,0598,11.55,2023-03-11,0467,0064,27.35,2023-05-29,1090,Trader Tales,GatorBoost,8.0,4.0,2.0
0064,Jason Snyder,202-632-2346,Jason.Snyder@example.com,San Francisco,USA,1.0,Yes,No,No,,,,0064,0598,11.55,2023-03-11,0467,0064,27.35,2023-05-29,1090,Trader Tales,Colgatex,6.0,3.0,2.0
0065,Aled Silva,612-360-5367,Aled.Silva@example.com,Toronto,Canada,1.0,No,Yes,No,,,,0065,0620,19.91,2024-01-01,,,,,,,,,,
0065,Aled Silva,612-360-5367,Aled.Silva@example.com,Toronto,Canada,1.0,No,Yes,No,,,,0065,0466,47.31,2024-02-06,,,,,,,,,,
0066,Aisha Webb,447-728-9592,Aisha.Webb@example.com,San Francisco,USA,2.0,Yes,No,Yes,,,,0066,0342,45.42,2022-05-22,0986,0066,5.49,2023-05-12,,,,,,
0066,Aisha Webb,447-728-9592,Aisha.Webb@example.com,San Francisco,USA,2.0,Yes,No,Yes,,,,0066,0796,70.4,2023-05-29,0986,0066,5.49,2023-05-12,,,,,,
0066,Aisha Webb,447-728-9592,Aisha.Webb@example.com,San Francisco,USA,2.0,Yes,No,Yes,,,,0066,0930,13.14,2024-01-06,0986,0066,5.49,2023-05-12,,,,,,
0067,Dewi Keith,816-321-4054,Dewi.Keith@example.com,Chicago,USA,2.0,Yes,Yes,No,,,,,,,,,,,,,,,,,
0069,Saoirse Keller,699-966-4749,Saoirse.Keller@example.com,San Francisco,USA,3.0,Yes,Yes,Yes,0132,GatorBoost,Yes,,,,,1000,0069,21.2,2023-02-23,1133,BestChoice Buy,Dovee,2.0,2.0,1.0
0070,Valerie Oneal,651-335-6190,Valerie.Oneal@example.com,Toronto,Canada,3.0,Yes,Yes,Yes,,,,,,,,,,,,,,,,,
0071,Ilyas Dunlap,491-981-1293,Ilyas.Dunlap@example.com,London,United Kingdom,1.0,No,Yes,No,,,,0071,0947,62.0,2024-04-01,,,,,,,,,,
0072,Kingsley Moyer,927-708-1141,Kingsley.Moyer@example.com,San Francisco,USA,2.0,Yes,No,Yes,,,,0072,0964,8.65,2023-06-15,,,,,,,,,,
0072,Kingsley Moyer,927-708-1141,Kingsley.Moyer@example.com,San Francisco,USA,2.0,Yes,No,Yes,,,,0072,0443,51.51,2023-07-12,,,,,,,,,,
0074,Myrtle Doyle,525-796-7991,Myrtle.Doyle@example.com,Toronto,Canada,3.0,Yes,Yes,Yes,,,,0074,0664,31.96,2023-07-31,,,,,,,,,,
0074,Myrtle Doyle,525-796-7991,Myrtle.Doyle@example.com,Toronto,Canada,3.0,Yes,Yes,Yes,,,,0074,0945,32.25,2024-02-20,,,,,,,,,,
0075,Marjorie Shields,346-207-2724,Marjorie.Shields@example.com,San Diego,USA,2.0,No,Yes,Yes,,,,0075,0932,13.06,2022-09-16,,,,,,,,,,
0076,Taha Casey,581-100-2001,Taha.Casey@example.com,Los Angeles,USA,2.0,Yes,No,Yes,,,,,,,,0094,0076,15.65,2022-05-09,,,,,,
0077,Cleo Greer,138-806-4136,Cleo.Greer@example.com,Los Angeles,USA,2.0,Yes,Yes,No,,,,,,,,,,,,,,,,,
0078,Angela Mcmillan,868-463-1850,Angela.Mcmillan@example.com,London,United Kingdom,1.0,Yes,No,No,,,,0078,0356,30.48,2024-04-27,0393,0078,56.54,2024-02-18,,,,,,
0079,Vivian Peterson,598-995-3909,Vivian.Peterson@example.com,San Francisco,USA,1.0,Yes,No,No,,,,,,,,,,,,,,,,,
0080,Cheryl Owens,812-775-9881,Cheryl.Owens@example.com,San Francisco,USA,2.0,Yes,Yes,No,,,,,,,,0979,0080,81.89,2022-11-06,,,,,,
0081,Ahmad Castro,629-807-5687,Ahmad.Castro@example.com,San Francisco,USA,1.0,Yes,No,No,,,,,,,,,,,,1117,PetPals Mart,Dovee,1.0,1.0,1.0
0081,Ahmad Castro,629-807-5687,Ahmad.Castro@example.com,San Francisco,USA,1.0,Yes,No,No,,,,,,,,,,,,1117,PetPals Mart,Oreoz,6.0,3.0,2.0
0082,Casper Freeman,932-653-8020,Casper.Freeman@example.com,San Diego,USA,1.0,Yes,No,No,,,,0082,0137,15.36,2023-02-17,,,,,,,,,,
0082,Casper Freeman,932-653-8020,Casper.Freeman@example.com,San Diego,USA,1.0,Yes,No,No,,,,0082,0850,44.1,2023-07-15,,,,,,,,,,
0083,Zachery Brennan,323-591-3874,Zachery.Brennan@example.com,San Francisco,USA,1.0,Yes,No,No,,,,0083,1000,19.55,2022-04-01,,,,,,,,,,
0084,Safia Ayers,512-649-7865,Safia.Ayers@example.com,San Francisco,USA,1.0,No,Yes,No,,,,0084,0697,51.67,2023-09-25,0570,0084,1.0,2022-02-09,,,,,,
0085,Clarence Hanson,743-908-5464,Clarence.Hanson@example.com,Chicago,USA,2.0,Yes,Yes,No,,,,0085,0944,20.47,2023-06-21,,,,,1078,SparkMart,Colgatex,4.0,4.0,1.0
0085,Clarence Hanson,743-908-5464,Clarence.Hanson@example.com,Chicago,USA,2.0,Yes,Yes,No,,,,0085,0944,20.47,2023-06-21,,,,,1086,PetPals Mart,RedCow,6.0,3.0,2.0
0085,Clarence Hanson,743-908-5464,Clarence.Hanson@example.com,Chicago,USA,2.0,Yes,Yes,No,,,,0085,0191,46.33,2023-12-26,,,,,1078,SparkMart,Colgatex,4.0,4.0,1.0
0085,Clarence Hanson,743-908-5464,Clarence.Hanson@example.com,Chicago,USA,2.0,Yes,Yes,No,,,,0085,0191,46.33,2023-12-26,,,,,1086,PetPals Mart,RedCow,6.0,3.0,2.0
0086,Douglas Browning,247-523-1403,Douglas.Browning@example.com,New York,USA,1.0,Yes,No,No,,,,,,,,,,,,1045,PetPals Mart,Oreoz,6.0,3.0,2.0
0086,Douglas Browning,247-523-1403,Douglas.Browning@example.com,New York,USA,1.0,Yes,No,No,,,,,,,,,,,,1124,SparkMart,Colgatex,4.0,4.0,1.0
0086,Douglas Browning,247-523-1403,Douglas.Browning@example.com,New York,USA,1.0,Yes,No,No,,,,,,,,,,,,1124,SparkMart,Popsi,10.0,5.0,2.0
0086,Douglas Browning,247-523-1403,Douglas.Browning@example.com,New York,USA,1.0,Yes,No,No,,,,,,,,,,,,1124,SparkMart,RedCow,10.0,5.0,2.0
0087,Rahim Cuevas,300-879-5941,Rahim.Cuevas@example.com,Los Angeles,USA,1.0,No,Yes,No,,,,,,,,,,,,,,,,,
0088,Humza Velez,931-502-4660,Humza.Velez@example.com,New York,USA,2.0,No,Yes,Yes,,,,,,,,0054,0088,1.0,2024-03-24,,,,,,
0089,Everett Fitzpatrick,520-305-7264,Everett.Fitzpatrick@example.com,New York,USA,1.0,No,Yes,No,,,,0089,0693,51.23,2023-10-12,,,,,1011,Trader Tales,Colgatex,3.0,3.0,1.0
0089,Everett Fitzpatrick,520-305-7264,Everett.Fitzpatrick@example.com,New York,USA,1.0,No,Yes,No,,,,0089,0693,51.23,2023-10-12,,,,,1011,Trader Tales,Popsi,4.0,4.0,1.0
0089,Everett Fitzpatrick,520-305-7264,Everett.Fitzpatrick@example.com,New York,USA,1.0,No,Yes,No,,,,0089,0693,51.23,2023-10-12,,,,,1011,Trader Tales,Flixnet,11.0,11.0,1.0
0090,Anas Blevins,138-515-3364,Anas.Blevins@example.com,San Diego,USA,3.0,Yes,Yes,Yes,,,,,,,,,,,,,,,,,
0091,Amir Clark,924-287-4068,Amir.Clark@example.com,London,United Kingdom,3.0,Yes,Yes,Yes,0166,Krafty Cheddar,No,,,,,,,,,,,,,,
0092,Mohamed Barr,604-185-7149,Mohamed.Barr@example.com,San Francisco,USA,1.0,Yes,No,No,,,,,,,,,,,,,,,,,
0093,Elif Khan,686-123-8571,Elif.Khan@example.com,New York,USA,2.0,Yes,No,Yes,,,,0093,0242,56.3,2023-04-30,,,,,,,,,,
0094,Mia Horne,667-185-1569,Mia.Horne@example.com,Los Angeles,USA,3.0,Yes,Yes,Yes,,,,0094,0076,15.65,2022-05-09,,,,,,,,,,
0095,Miles Fisher,702-511-6770,Miles.Fisher@example.com,San Diego,USA,3.0,Yes,Yes,Yes,,,,,,,,0870,0095,16.9,2023-08-21,,,,,,
0096,Nadia Neal,255-874-4270,Nadia.Neal@example.com,New York,USA,3.0,Yes,Yes,Yes,,,,,,,,0526,0096,36.56,2024-03-01,,,,,,
0096,Nadia Neal,255-874-4270,Nadia.Neal@example.com,New York,USA,3.0,Yes,Yes,Yes,,,,,,,,0358,0096,30.66,2024-04-06,,,,,,
0097,Alastair Buckley,776-243-3725,Alastair.Buckley@example.com,San Diego,USA,1.0,Yes,No,No,,,,,,,,,,,,1028,Trader Tales,Dovee,2.0,2.0,1.0
0098,Traci Banks,313-374-6903,Traci.Banks@example.com,San Francisco,USA,2.0,Yes,Yes,No,0133,KittyKat,No,,,,,0899,0098,78.96,2022-02-08,,,,,,
0098,Traci Banks,313-374-6903,Traci.Banks@example.com,San Francisco,USA,2.0,Yes,Yes,No,0133,KittyKat,No,,,,,0667,0098,84.55,2023-07-28,,,,,,
0099,Colby Hart,900-712-6799,Colby.Hart@example.com,San Francisco,USA,2.0,Yes,No,Yes,,,,,,,,,,,,,,,,,
0100,Usman Swanson,431-103-9132,Usman.Swanson@example.com,London,United Kingdom,3.0,Yes,Yes,Yes,0019,Coca-Splash,No,0100,0129,99.22,2024-03-08,,,,,,,,,,
0101,Michelle Love,672-651-8173,Michelle.Love@example.com,New York,USA,2.0,Yes,Yes,No,,,,,,,,,,,,,,,,,
0102,Alina Walls,507-883-4629,Alina.Walls@example.com,Chicago,USA,1.0,Yes,No,No,,,,,,,,0367,0102,83.56,2022-09-18,1096,Urban Outfitters Loft,Flixnet,10.0,10.0,1.0
0102,Alina Walls,507-883-4629,Alina.Walls@example.com,Chicago,USA,1.0,Yes,No,No,,,,,,,,0992,0102,78.86,2022-12-06,1096,Urban Outfitters Loft,Flixnet,10.0,10.0,1.0
0103,Caspar Hudson,830-584-4874,Caspar.Hudson@example.com,Toronto,Canada,1.0,No,Yes,No,,,,0103,0392,36.88,2023-10-18,,,,,,,,,,
0104,Chelsea Wyatt,750-801-9657,Chelsea.Wyatt@example.com,San Diego,USA,2.0,No,Yes,Yes,,,,,,,,0111,0104,7.4,2022-02-20,,,,,,
0105,Franklin Conway,768-545-4465,Franklin.Conway@example.com,San Diego,USA,2.0,Yes,No,Yes,,,,0105,0118,49.49,2023-10-22,0570,0105,33.74,2022-03-07,,,,,,
0105,Franklin Conway,768-545-4465,Franklin.Conway@example.com,San Diego,USA,2.0,Yes,No,Yes,,,,0105,0118,49.49,2023-10-22,0263,0105,10.03,2023-11-24,,,,,,
0106,Ruth Andrews,159-468-6067,Ruth.Andrews@example.com,Chicago,USA,2.0,No,Yes,Yes,,,,,,,,,,,,,,,,,
0107,Polly Reyes,296-740-3450,Polly.Reyes@example.com,San Diego,USA,1.0,No,Yes,No,0156,GatorBoost,No,,,,,,,,,,,,,,
