transaction_id,phone_number,store,item,price,price_per_item,quantity
1062,139-396-1336,PetPals Mart,Colgatex,4.0,2.0,2
1063,553-407-1049,Urban Outfitters Loft,RedCow,9.0,3.0,3
1063,553-407-1049,Urban Outfitters Loft,KittyKat,6.0,2.0,3
1064,811-806-5304,Trader Tales,Flixnet,11.0,11.0,1
1065,558-134-7531,Trader Tales,Flixnet,11.0,11.0,1
1065,558-134-7531,Trader Tales,RedCow,4.0,4.0,1
1066,402-586-5192,Urban Outfitters Loft,Flixnet,20.0,10.0,2
1066,402-586-5192,Urban Outfitters Loft,Dovee,1.0,1.0,1
1067,878-870-9506,Trader Tales,Krafty Cheddar,5.0,5.0,1
1067,878-870-9506,Trader Tales,Dovee,4.0,2.0,2
1068,313-206-2033,Targeted Treasures,RedCow,5.0,5.0,1
1068,313-206-2033,Targeted Treasures,Dovee,6.0,3.0,2
1069,194-235-2353,Trader Tales,RedCow,12.0,4.0,3
1069,194-235-2353,Trader Tales,Krafty Cheddar,10.0,5.0,2
1070,111-862-3502,PetPals Mart,RedCow,6.0,3.0,2
1071,723-357-7363,Trader Tales,Oreoz,4.0,4.0,1
1071,723-357-7363,Trader Tales,Dovee,4.0,2.0,2
1072,124-533-2523,SparkMart,Colgatex,12.0,4.0,3
1072,124-533-2523,SparkMart,Dovee,9.0,3.0,3
1073,583-114-3994,BestChoice Buy,KittyKat,9.0,3.0,3
1074,429-916-1662,PetPals Mart,RedCow,6.0,3.0,2
1075,946-447-2454,PetPals Mart,RedCow,6.0,3.0,2
1075,946-447-2454,PetPals Mart,KittyKat,2.0,2.0,1
1076,254-627-7406,Urban Outfitters Loft,RedCow,6.0,3.0,2
1076,254-627-7406,Urban Outfitters Loft,Flixnet,20.0,10.0,2
1076,254-627-7406,Urban Outfitters Loft,Popsi,3.0,3.0,1
1077,958-724-3846,PetPals Mart,Dovee,1.0,1.0,1
1077,958-724-3846,PetPals Mart,Flixnet,10.0,10.0,1
1077,958-724-3846,PetPals Mart,Popsi,3.0,3.0,1
1078,743-908-5464,SparkMart,Colgatex,4.0,4.0,1
1079,549-515-6738,SparkMart,GatorBoost,5.0,5.0,1
1079,549-515-6738,SparkMart,Krafty Cheddar,6.0,6.0,1
1079,549-515-6738,SparkMart,Popsi,15.0,5.0,3
1080,480-560-1876,Trader Tales,KittyKat,6.0,3.0,2
1080,480-560-1876,Trader Tales,RedCow,12.0,4.0,3
1080,480-560-1876,Trader Tales,Colgatex,6.0,3.0,2
1081,390-911-6534,BestChoice Buy,Dovee,6.0,2.0,3
1081,390-911-6534,BestChoice Buy,KittyKat,9.0,3.0,3
1081,390-911-6534,BestChoice Buy,Popsi,8.0,4.0,2
1082,782-806-6417,PetPals Mart,RedCow,6.0,3.0,2
1082,782-806-6417,PetPals Mart,Popsi,3.0,3.0,1
1083,617-226-9486,PetPals Mart,Flixnet,10.0,10.0,1
1083,617-226-9486,PetPals Mart,Oreoz,3.0,3.0,1
1083,617-226-9486,PetPals Mart,KittyKat,2.0,2.0,1
1084,530-539-9474,Urban Outfitters Loft,RedCow,6.0,3.0,2
1084,530-539-9474,Urban Outfitters Loft,KittyKat,2.0,2.0,1
1085,507-766-7432,Urban Outfitters Loft,Dovee,1.0,1.0,1
1085,507-766-7432,Urban Outfitters Loft,GatorBoost,6.0,3.0,2
1086,743-908-5464,PetPals Mart,RedCow,6.0,3.0,2
1087,573-696-6671,Trader Tales,Krafty Cheddar,5.0,5.0,1
1087,573-696-6671,Trader Tales,Dovee,4.0,2.0,2
1087,573-696-6671,Trader Tales,Popsi,4.0,4.0,1
1088,173-881-1582,Trader Tales,Popsi,4.0,4.0,1
1089,228-202-6360,Urban Outfitters Loft,Popsi,6.0,3.0,2
1089,228-202-6360,Urban Outfitters Loft,Dovee,1.0,1.0,1
1090,202-632-2346,Trader Tales,GatorBoost,8.0,4.0,2
1090,202-632-2346,Trader Tales,Colgatex,6.0,3.0,2
1091,742-395-8995,Trader Tales,GatorBoost,4.0,4.0,1
1092,137-491-6519,BestChoice Buy,KittyKat,3.0,3.0,1
1093,663-149-3581,Urban Outfitters Loft,Oreoz,3.0,3.0,1
1093,663-149-3581,Urban Outfitters Loft,Dovee,2.0,1.0,2
1093,663-149-3581,Urban Outfitters Loft,Popsi,3.0,3.0,1
1094,237-295-4490,Trader Tales,Dovee,4.0,2.0,2
1094,237-295-4490,Trader Tales,Oreoz,12.0,4.0,3
1095,441-847-1955,BestChoice Buy,Dovee,4.0,2.0,2
1096,507-883-4629,Urban Outfitters Loft,Flixnet,10.0,10.0,1
1097,553-482-8315,BestChoice Buy,Dovee,4.0,2.0,2
1097,553-482-8315,BestChoice Buy,RedCow,8.0,4.0,2
1098,145-501-4975,SparkMart,Oreoz,5.0,5.0,1
1098,145-501-4975,SparkMart,GatorBoost,5.0,5.0,1
1099,344-278-2013,Urban Outfitters Loft,Oreoz,3.0,3.0,1
1100,531-380-1711,PetPals Mart,KittyKat,2.0,2.0,1
1100,531-380-1711,PetPals Mart,Flixnet,10.0,10.0,1
1101,551-867-4367,Urban Outfitters Loft,GatorBoost,3.0,3.0,1
1101,551-867-4367,Urban Outfitters Loft,KittyKat,2.0,2.0,1
1101,551-867-4367,Urban Outfitters Loft,Dovee,2.0,1.0,2
1102,245-506-5389,PetPals Mart,GatorBoost,3.0,3.0,1
1103,323-234-9528,Urban Outfitters Loft,Popsi,3.0,3.0,1
1103,323-234-9528,Urban Outfitters Loft,Krafty Cheddar,4.0,4.0,1
1103,323-234-9528,Urban Outfitters Loft,KittyKat,2.0,2.0,1
1104,795-682-8733,Urban Outfitters Loft,RedCow,6.0,3.0,2
1104,795-682-8733,Urban Outfitters Loft,KittyKat,4.0,2.0,2
1104,795-682-8733,Urban Outfitters Loft,Dovee,3.0,1.0,3
1105,805-146-4773,BestChoice Buy,Oreoz,4.0,4.0,1
1105,805-146-4773,BestChoice Buy,Popsi,4.0,4.0,1
1105,805-146-4773,BestChoice Buy,Krafty Cheddar,5.0,5.0,1
1106,531-709-2553,Trader Tales,Oreoz,8.0,4.0,2
1106,531-709-2553,Trader Tales,Dovee,2.0,2.0,1
1106,531-709-2553,Trader Tales,Colgatex,3.0,3.0,1
1107,866-155-1011,PetPals Mart,Popsi,6.0,3.0,2
1107,866-155-1011,PetPals Mart,Popsi,3.0,3.0,1
1108,652-272-9539,Urban Outfitters Loft,RedCow,6.0,3.0,2
1108,652-272-9539,Urban Outfitters Loft,Dovee,1.0,1.0,1
1108,652-272-9539,Urban Outfitters Loft,Popsi,3.0,3.0,1
1109,368-154-2650,Urban Outfitters Loft,RedCow,9.0,3.0,3
1110,504-112-5228,Urban Outfitters Loft,KittyKat,2.0,2.0,1
1111,481-405-7265,Trader Tales,Colgatex,3.0,3.0,1
1111,481-405-7265,Trader Tales,Flixnet,11.0,11.0,1
1111,481-405-7265,Trader Tales,Coca-Splash,3.0,3.0,1
1112,500-251-7080,Trader Tales,Dovee,2.0,2.0,1
1113,964-448-9785,Urban Outfitters Loft,KittyKat,4.0,2.0,2
1114,705-890-7715,PetPals Mart,Popsi,6.0,3.0,2
1114,705-890-7715,PetPals Mart,Flixnet,10.0,10.0,1
1115,791-853-6464,PetPals Mart,Dovee,1.0,1.0,1
1116,796-816-9963,Urban Outfitters Loft,Flixnet,10.0,10.0,1
1116,796-816-9963,Urban Outfitters Loft,Dovee,1.0,1.0,1
1117,629-807-5687,PetPals Mart,Dovee,1.0,1.0,1
1117,629-807-5687,PetPals Mart,Oreoz,6.0,3.0,2
1118,107-156-5064,PetPals Mart,Dovee,2.0,1.0,2
1119,505-476-1251,PetPals Mart,Krafty Cheddar,4.0,4.0,1
1119,505-476-1251,PetPals Mart,Colgatex,4.0,2.0,2
1119,505-476-1251,PetPals Mart,Popsi,6.0,3.0,2
1120,728-796-4352,BestChoice Buy,Flixnet,33.0,11.0,3
1120,728-796-4352,BestChoice Buy,KittyKat,3.0,3.0,1
1121,271-604-3446,Urban Outfitters Loft,KittyKat,6.0,2.0,3
1121,271-604-3446,Urban Outfitters Loft,GatorBoost,3.0,3.0,1
1122,782-806-6417,PetPals Mart,Dovee,1.0,1.0,1
1122,782-806-6417,PetPals Mart,Colgatex,2.0,2.0,1
1122,782-806-6417,PetPals Mart,Oreoz,6.0,3.0,2
1123,312-891-9587,Urban Outfitters Loft,Popsi,3.0,3.0,1
1124,247-523-1403,SparkMart,Colgatex,4.0,4.0,1
1124,247-523-1403,SparkMart,Popsi,10.0,5.0,2
1124,247-523-1403,SparkMart,RedCow,10.0,5.0,2
1125,626-458-8110,Urban Outfitters Loft,Oreoz,6.0,3.0,2
1125,626-458-8110,Urban Outfitters Loft,RedCow,3.0,3.0,1
1125,626-458-8110,Urban Outfitters Loft,Flixnet,30.0,10.0,3
1126,724-444-3001,Urban Outfitters Loft,Flixnet,10.0,10.0,1
1126,724-444-3001,Urban Outfitters Loft,Popsi,6.0,3.0,2
1127,598-173-8153,Trader Tales,Dovee,2.0,2.0,1
1127,598-173-8153,Trader Tales,Colgatex,6.0,3.0,2
1127,598-173-8153,Trader Tales,Popsi,4.0,4.0,1
1128,852-236-4050,Urban Outfitters Loft,Dovee,1.0,1.0,1
1129,196-551-2162,SparkMart,RedCow,5.0,5.0,1
1129,196-551-2162,SparkMart,Krafty Cheddar,12.0,6.0,2
1130,530-539-9474,BestChoice Buy,KittyKat,6.0,3.0,2
1130,530-539-9474,BestChoice Buy,Colgatex,9.0,3.0,3
1130,530-539-9474,BestChoice Buy,Krafty Cheddar,5.0,5.0,1
1131,778-172-1502,Trader Tales,RedCow,8.0,4.0,2
1131,778-172-1502,Trader Tales,Popsi,4.0,4.0,1
1132,545-458-1679,Trader Tales,Krafty Cheddar,10.0,5.0,2
1132,545-458-1679,Trader Tales,GatorBoost,8.0,4.0,2
1133,699-966-4749,BestChoice Buy,Dovee,2.0,2.0,1
1134,919-925-5280,BestChoice Buy,RedCow,8.0,4.0,2
1135,148-739-3707,PetPals Mart,Flixnet,20.0,10.0,2
1135,148-739-3707,PetPals Mart,GatorBoost,3.0,3.0,1
1136,270-914-6681,PetPals Mart,Krafty Cheddar,8.0,4.0,2
1136,270-914-6681,PetPals Mart,Dovee,1.0,1.0,1
1136,270-914-6681,PetPals Mart,Colgatex,2.0,2.0,1
1137,264-319-7312,Urban Outfitters Loft,Dovee,1.0,1.0,1
1137,264-319-7312,Urban Outfitters Loft,Colgatex,2.0,2.0,1
1138,659-190-9378,Trader Tales,Flixnet,22.0,11.0,2
1138,659-190-9378,Trader Tales,RedCow,4.0,4.0,1
1138,659-190-9378,Trader Tales,KittyKat,3.0,3.0,1
1139,582-574-4299,PetPals Mart,Dovee,3.0,1.0,3
1139,582-574-4299,PetPals Mart,Flixnet,10.0,10.0,1
1139,582-574-4299,PetPals Mart,Colgatex,4.0,2.0,2
1140,821-675-4190,SparkMart,Dovee,3.0,3.0,1
1140,821-675-4190,SparkMart,Oreoz,5.0,5.0,1
1141,313-206-2033,BestChoice Buy,RedCow,4.0,4.0,1
1141,313-206-2033,BestChoice Buy,KittyKat,3.0,3.0,1
1142,547-388-2503,Trader Tales,Colgatex,9.0,3.0,3
1143,489-241-7631,PetPals Mart,RedCow,3.0,3.0,1
1144,312-891-9587,Trader Tales,Dovee,6.0,2.0,3
1145,416-776-3422,Urban Outfitters Loft,KittyKat,2.0,2.0,1
1145,416-776-3422,Urban Outfitters Loft,GatorBoost,3.0,3.0,1
1145,416-776-3422,Urban Outfitters Loft,Dovee,2.0,1.0,2
1146,627-954-8991,Targeted Treasures,Dovee,3.0,3.0,1
1146,627-954-8991,Targeted Treasures,Popsi,10.0,5.0,2
1147,934-954-3387,Urban Outfitters Loft,Flixnet,20.0,10.0,2
1147,934-954-3387,Urban Outfitters Loft,KittyKat,2.0,2.0,1
1147,934-954-3387,Urban Outfitters Loft,Colgatex,2.0,2.0,1
1148,778-566-2709,Trader Tales,Colgatex,3.0,3.0,1
1148,778-566-2709,Trader Tales,Krafty Cheddar,5.0,5.0,1
1149,220-296-3772,PetPals Mart,Dovee,1.0,1.0,1
